Date	ColdT1	ColdT2	ColdT3	HotT1	HotT2	HotT3	456alph	456err	894alph	894err
Apr06,2026+2-17-57PM	20.454544	20.454335999999998	20.454156	42.286964	42.351466	42.292834	0.18614747168156875	None	9.5841418161232	0.009136228174611275	3	4
Apr06,2026+2-27-58PM	20.454108	20.455242000000002	20.454704	42.326016	42.357872	42.300022	0.18088499516225753	0.00024722247529892924	9.547916207640638	0.010334142259184529	3	4
Apr06,2026+2-36-21PM	20.45526	20.454702	20.454352000000004	42.35709000000001	42.302746	42.314738	0.18153711226980818	None	9.59708185570369	0.009264909881474619	3	4
Apr06,2026+2-44-24PM	20.455288	20.455849999999998	20.455174	42.33444	42.33736999999999	42.31155	0.18402670745095584	None	9.653052044748291	0.004127938127650029	3	4
Apr06,2026+3-42-35PM	20.455646	20.455794	20.455886	42.348572	42.36527799999999	42.31333599999999	0.17732136403906162	8.612229688469818e-05	9.681987815068661	0.013972095580892987	3	4
Apr06,2026+3-49-52PM	20.45597	20.455862	20.455830000000002	42.406096	42.396276	42.342084	0.18120694450344166	0.0004392233632778905	9.414726628973908	0.01131288976277121	3	4
Apr06,2026+3-57-34PM	20.4553	20.456015999999998	20.455652	42.406690000000005	42.37492600000001	42.356286	0.1833917615965983	None	9.40323524186959	0.011480194434951404	3	4
Apr06,2026+4-04-50PM	20.455229999999997	20.456166	20.45653	42.35895	42.383862	42.38830200000001	0.1811830975147657	0.00010572400364819895	9.625608069420634	0.010078894541386378	3	4
Apr06,2026+4-24-01PM	20.455614	20.456516	20.458470000000002	42.30611999999999	42.36264200000001	42.288618	0.18090793453416976	None	9.597788784923756	0.009379365112900991	3	4
Apr06,2026+4-48-08PM	20.459394	20.45879	20.459422	42.425754	42.422646	42.4074	0.18325897964031546	0.00016995883929152249	9.6309507973488	0.009346818107355938	3	4
Apr06,2026+4-55-13PM	20.459234000000006	20.459288	20.4597	42.427915999999996	42.425318	42.382148	0.1858039259526012	0.00015916136842208345	9.691873240924382	0.009303135929240713	3	4
Apr06,2026+5-03-59PM	20.460712000000004	20.461655999999998	20.462446000000003	42.418462	42.396654000000005	42.340972	0.1802011337571825	9.038471384236916e-05	9.630515063429943	0.009115896457258294	3	4
Apr06,2026+5-12-46PM	20.462586	20.462304	20.463224	42.429278	42.428816	42.38651599999999	0.1829000733487669	None	9.606357980993357	0.009117150187143016	3	4
Apr06,2026+5-35-52PM	20.465842000000002	20.465804000000002	20.46586	42.49674	42.500972000000004	42.477025999999995	0.18239849869531222	0.000819696390972887	9.671903416004517	0.009520247442314037	3	4
Apr06,2026+7-34-24PM	20.433512	20.432713999999997	20.431143999999996	42.31412	42.297224	42.237386	0.18512005298819556	0.00010963663977366794	9.414926320736429	0.008988671475121345	3	4