Date	Alpha	P0	h1	mv	T	gamma	offset
Sep02,2026+4-06-49PM	7.143584804872106	0.0044931905763263376	-0.007992998731730773	0.001656101553208035	2.237949773539299	40.190210620005224	0.0022873004957014373	2.7810836511940003
Sep02,2026+4-19-29PM	7.111066686232862	0.004494877422488603	-0.00724702017637615	0.001560433913240971	2.2379109872758436	40.13404657361443	0.0022873004957783766	2.7806979466325528
Sep02,2026+4-28-08PM	7.090225672154567	0.004494575980471188	-0.0072570296949257896	0.0015773148441346875	2.2388347166318745	40.11595147014548	0.0022873004957076246	2.7803594211537948
Sep02,2026+4-41-03PM	7.131984917133664	0.004489932763000308	-0.008784165082547717	0.0017908712417113502	2.2383475304812936	40.78892470688074	0.0022873004957102492	2.780219172027333
Sep02,2026+4-55-14PM	7.106898722844495	0.004494727608273245	-0.007869693218347124	0.001868154985452057	2.2386012393848307	40.063552670079815	0.002287300495709879	2.779174176150777
Sep02,2026+5-03-32PM	7.159820714987301	0.0044878180909251565	-0.007838569837619411	0.001742115304105288	2.2382955231836483	40.40581205546894	0.0022873004957026377	2.7762539639193555
Sep02,2026+5-11-27PM	7.163706537000886	0.004491804079580161	-0.007016171191771624	0.0017399407031242248	2.2377602050552605	40.45400045271533	0.0022873004957018037	2.7759573706946825
Sep02,2026+5-19-16PM	7.076760959756385	0.004486513936478176	-0.007930847665803802	0.0012677058972235997	2.23872209510378	39.986124260000764	0.0022873004957037037	2.781260037519558
Sep03,2026+1-32-52PM	7.1795911165407205	0.00449098880446622	-0.007182106692006929	0.001747461613793576	2.238627241673264	40.25028566000106	0.0022873004957028554	2.7759077767582574
Sep03,2026+1-40-49PM	7.215043140978613	0.00450110332127644	-0.008095784643994415	0.0018930262145709943	2.238776989744819	40.298414856989524	0.0022873005040200504	2.7835802791751276
Sep03,2026+4-41-16PM	7.100840210305737	0.0045387830413332435	-0.0069014870328180196	0.001382903536800258	2.0528654456590982	40.10720274002586	0.0022873004957015093	2.8090992330888342